c. 660 a.C.,c. 612 a.C.,Profecia de Naum sobre o juízo definitivo e queda de Nínive,Naum,Império Assírio / Judá,Elcofe / Nínive,"Naum profetiza a destruição inevitável de Nínive como retribuição divina pela tirania e derramamento de sangue assírio, profecia cumprida com a queda da cidade em 612 a.C.",Naum 1:1–3:19
c. 630 a.C.,c. 621 a.C.,Profecia de Sofonias sobre a varredura do Dia do Senhor,Sofonias,Judá (Tribo de Judá),Jerusalém,"Sofonias (trineto do rei Ezequias) anuncia o grande e terrível Dia do Senhor sobre Judá e as nações, exortando os humildes a buscar a justiça antes que a ira se derrame.",Sofonias 1:1–3:20
c. 627 a.C.,c. 627 a.C.,Chamado de Jeremias e as visões da amendoeira e do tacho a ferver,Jeremias,Benjamim,Anatote,"Chamado por Deus ainda jovem na aldeia sacerdotal de Anatote, Jeremias recebe a missão de profetizar a ruína e a reconstrução; vê uma vara de amendoeira e um tacho fervendo voltado do Norte.",Jeremias 1:1-19
c. 609 a.C.,c. 609 a.C.,O Sermão do Templo por Jeremias e a ameaça de linchamento,"Jeremias, Aicão e Sacerdotes",Judá (Tribo de Judá),Átrio do Templo de Jerusalém,"Jeremias prega à porta do Templo advertindo que o santuário seria destruído como Siló se não houvesse arpendimento moral; os sacerdotes pedem sua morte, mas o nobre Aicão o protege.",Jeremias 26:1-24
c. 608 a.C.,c. 598 a.C.,O questionamento de Habacuque sobre a ascensão dos caldeus,Habacuque,Judá (Tribo de Judá),Jerusalém,"Habacuque dialoga com Deus questionando o triunfo dos ímpios; Deus revela que usará os babilônios como instrumento de juízo, e o profeta conclui declarando que ""o justo viverá da sua fé"".",Habacuque 1:1–3:19
c. 605 a.C.,c. 605 a.C.,Cativeiro de Daniel em Babilônia e recusa da mesa do rei,"Daniel, Hananias, Misael e Azarias",Império Babilônico,Babilônia,"Levado na 1ª deportação por Nabucodonosor, Daniel decide não se contaminar com as iguarias e o vinho da mesa real, sobressaindo em sabedoria dez vezes mais que os magos locais.",Daniel 1:1-21
c. 605 a.C.,c. 604 a.C.,Ditado do rolo profético de Jeremias a Baruque e queima por Jeoaquim,"Jeremias, Baruque e Rei Jeoaquim",Judá (Tribo de Judá),Jerusalém,Jeremias dita suas profecias ao escriba Baruque para leitura pública; o rei Jeoaquim corta o rolo com canivete e lança-o no braseiro; Deus ordena reescrever o rolo acrescido de novas advertências.,Jeremias 36:1-32
c. 603 a.C.,c. 603 a.C.,Revelação do sonho da Grande Estátua por Daniel a Nabucodonosor,Daniel e Nabucodonosor II,Império Babilônico,Palácio Real de Babilônia,Nabucodonosor exige que os sábios revelem e interpretem seu sonho esquecido; Deus revela o segredo a Daniel: a estátua de quatro metais simboliza quatro impérios mundiais destruídos pela pedra messiânica.,Daniel 2:1-49
c. 600 a.C.,c. 600 a.C.,Profecia de Joel sobre a praga de gafanhotos e o derramamento do Espírito,Joel,Judá (Tribo de Judá),Jerusalém,"Joel interpreta uma avassaladora praga de gafanhotos como o prenúncio do Dia do Senhor, convocando um jejum sagrado e profetizando o derramamento do Espírito Santo sobre toda a carne.",Joel 1:1–3:21
c. 593 a.C.,c. 593 a.C.,Visão do Trono Divino no Rio Quebar e a vocação de Ezequiel,Ezequiel,Império Babilônico,Rio Quebar (Tel-Abibe),"No 5º ano do cativeiro do rei Joaquim, o sacerdote Ezequiel vê seres viventes, rodas dentro de rodas e o trono glorioso sobre o cristal, recebendo a ordem de comer o rolo e agir como atalaia.",Ezequiel 1:1–3:27
c. 592 a.C.,c. 591 a.C.,Atos dramáticos de Ezequiel encenando o cerco de Jerusalém,Ezequiel,Império Babilônico,Tel-Abibe (Babilônia),"Ezequiel desenha Jerusalém num tijolo, deita-se sobre seus lados por 390 e 40 dias, assa pão sob racionamento severo e raspa o cabelo e a barba para ilustrar o cerco, a fome e a espada.",Ezequiel 4:1–5:17
c. 591 a.C.,c. 591 a.C.,Visão do Templo profanado e o afastamento da Glória de Deus,Ezequiel,Império Babilônico / Judá,Templo de Jerusalém (em visão),"Ezequiel é levado em visão ao Templo e vê anciãos adorando répteis, mulheres pranteando a Tamuz e homens adorando o Sol; a Glória do Senhor se eleva do santuário e parte para o Oriente.",Ezequiel 8:1–11:25
c. 588 a.C.,c. 586 a.C.,Lançamento de Jeremias na cisterna e socorro de Ebede-Meleque,"Jeremias, Zedequias e Ebede-Meleque",Judá (Tribo de Judá),Jerusalém (Pátio da Guarda),Os príncipes lançam Jeremias numa cisterna enlameada para morrer de fome por pregar a rendição; o eunuco etíope Ebede-Meleque intercede junto ao rei Zedequias e resgata o profeta com cordas e panos.,Jeremias 38:1-28
c. 586 a.C.,c. 586 a.C.,Profecia de Obadias contra Edom por cumplicidade no saque,Obadias,Edom / Judá,Petra / Sela / Jerusalém,"Obadias pronuncia a ruína completa de Edom por ter se alegrado com a queda de Jerusalém, ter saqueado os bens dos judeus e bloqueado os caminhos de fuga durante a invasão babilônica.",Obadias 1:1-21
c. 586 a.C.,c. 580 a.C.,Lamentações sobre a ruína de Jerusalém e exílio de Jeremias no Egito,Jeremias e Joanã ben Careá,Judá / Egito,Jerusalém / Tahpanhes,"Jeremias compõe os acrósticos de Lamentações sobre as ruínas de Jerusalém; em seguida, os sobreviventes o forçam a ir para o Egito, onde continua profetizando contra a idolatria até falecer.",Lamentações 1:1; Jeremias 43:1-13
c. 585 a.C.,c. 585 a.C.,Visão do Vale de Ossos Secos por Ezequiel,Ezequiel,Império Babilônico,Vale na Babilônia,"Levado em espírito a um vale de ossos secos, Ezequiel profetiza sobre eles; os ossos se juntam, ganham carne e o sopro (Ruach) entra neles, levantando um exército restaurador para Israel.",Ezequiel 37:1-28
c. 573 a.C.,c. 573 a.C.,Visão de Ezequiel da planta do Novo Templo e de Yahweh-Shammah,Ezequiel,Império Babilônico,Monte alto em Israel (visão),"No 25º ano do cativeiro, Ezequiel recebe as medidas celestiais do Templo restaurado, vê o rio curador saindo do altar e encerra sua profecia revelando o nome da cidade: Yahweh-Shammah (""O Senhor Está Ali"").",Ezequiel 40:1–48:35
c. 539 a.C.,c. 539 a.C.,Daniel na Cova dos Leões sob o edito do rei Dario,"Daniel e Dario, o Medo",Império Persa,Babilônia,"Príncipes invejosos enganam o rei Dario para proibir orações; Daniel continua orando 3 vezes ao dia voltado para Jerusalém; é lançado na cova, mas o anjo fecha a boca dos leões.",Daniel 6:1-28
c. 520 a.C.,c. 520 a.C.,Mensagens de Ageu urgindo o povo a reconstruir o Templo,"Ageu, Zorobabel e Josué",Judá (Província de Yehud),Jerusalém,"Ageu confronta o desânimo dos retornados do exílio que priorizavam suas próprias casas apaineladas enquanto a Casa do Senhor jazia em ruínas, motivando o reinício da edificação.",Ageu 1:1–2:23
c. 520 a.C.,c. 518 a.C.,As oito visões noturnas de Zacarias e as promessas messiânicas,"Zacarias, Zorobabel e Josué",Judá (Província de Yehud),Jerusalém,"Zacarias recebe oito visões simbólicas de restauração, coroando o sumo sacerdote Josué como tipo do Renovo e profetizando o Messias montado num jumentinho e vendido por 30 moedas de prata.",Zacarias 1:1–14:21
c. 433 a.C.,c. 420 a.C.,Repreensões de Malaquias contra o ritualismo e a promessa do Mensageiro,Malaquias,Judá (Província de Yehud),Jerusalém,"Malaquias reprova sacerdotes por ofertarem animais cegos e coxos, condena o divórcio e o roubo nos dízimos, e profetiza a vinda do mensageiro (Elias) para preparar o caminho antes do grande Dia do Senhor.",Malaquias 1:1–4:6
,,,,,,,
,,,,,,,
c. 593 a.C.,c. 571 a.C.,Ministério Profético no Exílio,Ezequiel (Profeta),Babilônia,,,
586 a.C.,586 a.C.,Queda de Jerusalém e Destruição do Templo,Zedequias / Seraías (Sacerdote),Babilônia / Judá,,,
586 a.C.,538 a.C.,Exílio Babilônico,Judeus exilados,Babilônia,,,
561 a.C.,561 a.C.,Libertação e exaltação do rei Joaquim na Babilônia (Manutenção do herdeiro de Davi),Joaquim / Evil-Merodaque,Babilônia,,,
538 a.C.,538 a.C.,Decreto de Ciro para reconstrução,Ciro (Rei Persa),Império Persa,,,
c. 536 a.C.,c. 490 a.C.,Sumo Sacerdócio na Restauração,Jesua / Josué (Sumo Sacerdote),Jerusalém,,,
520 a.C.,520 a.C.,"Profecia de Ageu declarando Zorobabel como o ""Anel de Selar"" da casa de Davi",Zorobabel / Ageu,Jerusalém,,,
520 a.C.,520 a.C.,Ministério Profético (Incentivo ao Templo),Ageu (Profeta),Jerusalém,,,
520 a.C.,490 a.C.,Ministério Profético (Visões),Zacarias (Profeta),Jerusalém,,,
c. 479 a.C.,c. 473 a.C.,Livramento dos Judeus (Purim),Ester / Mardoqueu,Susã (Pérsia),,,
c. 458 a.C.,c. 430 a.C.,Reformas e Reconstrução dos Muros,Esdras (Sacerdote) / Neemias,Jerusalém,,,
c. 430 a.C.,c. 420 a.C.,Ministério Profético,Malaquias (Profeta),Jerusalém,,,
167 a.C.,160 a.C.,Revolta dos Macabeus (Período Intertestamentário),Judas Macabeu,Judeia,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
c. 4 a.C.,c. 30 d.C.,Nascimento e Ministério de Jesus,Jesus Cristo,Judeia / Galileia,,,
c. 26 d.C.,c. 29 d.C.,Ministério Profético (Precursor),João Batista (Profeta),Rio Jordão / Judeia,,,
18 d.C.,36 d.C.,Sumo Sacerdócio durante o julgamento de Jesus,Caifás (Sumo Sacerdote),Jerusalém,,,
c. 30 d.C.,c. 30 d.C.,Crucificação / Ressurreição / Pentecostes,Jesus Cristo / Apóstolos,Jerusalém,,,
c. 30 d.C.,c. 60 d.C.,Viagens Missionárias e Expansão da Igreja,Apóstolo Paulo,Império Romano,,,
c. 46 d.C.,c. 67 d.C.,Escrita das Epístolas Paulinas e Gerais,Paulo / Pedro / Tiago,Império Romano,,,
70 d.C.,70 d.C.,Destruição do Segundo Templo pelos Romanos,Tito (General),Jerusalém,,,
c. 90 d.C.,c. 95 d.C.,Exílio em Patmos e Escrita do Apocalipse,João (Apóstolo),Ilha de Patmos,,,
c. 1279 a.C.,c. 1213 a.C.,Reinado (frequentemente associado como o faraó do Êxodo),Ramsés II,Egito,,,
853 a.C.,853 a.C.,"Batalha de Carcar contra coalizão de reis, incluindo Acabe",Salmaneser III,Assíria,,,
745 a.C.,727 a.C.,Reinado e submissão do rei Menaém de Israel a pesados tributos,Tiglate-Pileser III,Assíria,,,
705 a.C.,681 a.C.,Cerco a Laquis e campanha militar contra Jerusalém (Ezequias),Senaqueribe,Assíria,,,
612 a.C.,612 a.C.,"Queda de Nínive, cumprindo a profecia de Naum",Exército Medo-Babilônico,Babilônia / Média,,,
609 a.C.,609 a.C.,Batalha de Megido e morte do rei Josias de Judá,Faraó Neco II,Egito,,,
605 a.C.,605 a.C.,Batalha de Carquemis (Babilônia derrota Egito e controla Judá),Nabucodonosor II,Babilônia,,,
605 a.C.,562 a.C.,"Reinado, deportações de judeus e grandes obras",Nabucodonosor II,Babilônia,,,
539 a.C.,539 a.C.,Queda da Babilônia para o exército persa,"Ciro, o Grande",Pérsia,,,
522 a.C.,486 a.C.,Reinado e autorização para a conclusão do Segundo Templo,Dario I,Pérsia,,,
486 a.C.,465 a.C.,Reinado (identificado historicamente como Assuero em Ester),Xerxes I,Pérsia,,,
465 a.C.,424 a.C.,Reinado e permissão para as missões de Esdras e Neemias,Artaxerxes I,Pérsia,,,
332 a.C.,332 a.C.,Conquista do Oriente e introdução do helenismo na Judeia,"Alexandre, o Grande",Grécia,,,
168 a.C.,168 a.C.,"Profanação do Templo, estopim para a Revolta dos Macabeus",Antíoco IV Epifânio,Império Selêucida,,,
63 a.C.,63 a.C.,"Conquista de Jerusalém, anexando a Judeia como estado cliente",Pompeu,Roma,,,
37 a.C.,4 a.C.,Reinado e expansão do Segundo Templo (nascimento de Jesus),"Herodes, o Grande",Roma (Judeia),,,
27 a.C.,14 d.C.,"Reinado e ""Pax Romana"" (decreto do censo em Lucas)",Imperador Augusto,Roma,,,
c. 6 a.C.,c. 6 a.C.,"Anunciação do Messias que receberia ""o trono de Davi, seu pai""",Anjo Gabriel / Maria,Nazaré (Galileia),,,
c. 5 a.C.,c. 5 a.C.,"Revelação do Anjo a José como ""Filho de Davi"" para dar paternidade legal",Anjo do Senhor / José,Nazaré (Galileia),,,
c. 5 a.C.,c. 5 a.C.,Recenseamento romano e nascimento do Herdeiro na Cidade de Davi,Jesus / José / Maria,Belém (Judeia),,,
c. 5 a.C.,c. 5 a.C.,Apresentação no Templo e reconhecimento do Messias Davídico,Simeão / Ana,Jerusalém,,,
14 d.C.,37 d.C.,"Reinado durante o ministério, julgamento e crucificação de Jesus",Imperador Tibério,Roma,,,
26 d.C.,36 d.C.,Governo e condenação de Jesus à morte na cruz,Pôncio Pilatos,Roma (Judeia),,,
c. 30 d.C.,c. 30 d.C.,"Entrada Triunfal em Jerusalém com aclamação popular como ""Filho de Davi""",Jesus Cristo,Jerusalém,,,
c. 30 d.C.,c. 30 d.C.,Discurso de Pentecostes reafirmando a ressurreição como juramento feito a Davi,Apóstolo Pedro,Jerusalém,,,
c. 30 d.C.,c. 30 d.C.,Ascensão de Jesus e escolha de Matias para o apostolado,Apóstolo Pedro / Matias,Jerusalém (Judeia),,,
c. 30 d.C.,c. 30 d.C.,Efusão do Espírito Santo em Pentecostes (Shavuot) e nascimento da Igreja,Apóstolos / Pedro,Jerusalém (Judeia),,,
c. 34 d.C.,c. 34 d.C.,Martírio de Estêvão (primeiro mártir cristão) e início da grande dispersão,Estêvão / Saulo de Tarso,Jerusalém (Judeia),,,
c. 35 d.C.,c. 35 d.C.,Conversão de Saulo na estrada para Damasco,Paulo (Saulo de Tarso),Damasco (Síria),,,
c. 38 d.C.,c. 40 d.C.,Conversão de Cornélio e abertura oficial do Evangelho aos gentios,Apóstolo Pedro / Cornélio,Cesareia (Judeia),,,
c. 44 d.C.,c. 44 d.C.,Martírio de Tiago (irmão de João) e morte de Herodes Agripa I,Tiago / Herodes Agripa I,Jerusalém (Judeia),,,
c. 46 d.C.,c. 48 d.C.,Primeira Viagem Missionária de Paulo e Barnabé,Paulo / Barnabé,Chipre / Galácia,,,
c. 49 d.C.,c. 50 d.C.,Concílio de Jerusalém (isenção das leis rituais mosaicas para gentios),Tiago (o Justo) / Pedro / Paulo,Jerusalém (Judeia),,,
c. 50 d.C.,c. 52 d.C.,Segunda Viagem Missionária e chegada do Evangelho à Europa,Paulo / Silas / Timóteo,Grécia / Macedônia,,,
c. 53 d.C.,c. 57 d.C.,Terceira Viagem Missionária e ministério prolongado em Éfeso,Paulo,Éfeso (Ásia Menor),,,
c. 58 d.C.,c. 60 d.C.,Prisão de Paulo no Templo de Jerusalém e transferência para Cesareia,Paulo / Félix / Festo,Judeia,,,
c. 60 d.C.,c. 62 d.C.,Viagem de Paulo a Roma como prisioneiro (naufrágio em Malta) e prisão domiciliar,Paulo / Júlio (Centurião),Malta / Roma,,,
c. 62 d.C.,c. 62 d.C.,"Martírio de Tiago, o Justo (Líder da Igreja em Jerusalém)","Tiago, o Justo / Sumo Sacerdote Anano",Jerusalém (Judeia),,,
c. 64 d.C.,c. 67 d.C.,Martírios de Pedro (crucificação) e Paulo (decapitação) em Roma,Apóstolo Pedro / Apóstolo Paulo,Roma (Itália),,,
64 d.C.,64 d.C.,Grande Incêndio e primeira grande perseguição aos cristãos,Imperador Nero,Roma,,,
c. 66 d.C.,c. 73 d.C.,Eclosão da Primeira Guerra Judaico-Romana (Revolta dos Judeus),Zelotes / Vespasiano / Tito,Judeia,,,
70 d.C.,70 d.C.,"Cerco de Jerusalém, incêndio e destruição total do Segundo Templo",Tito / Legiões Romanas,Jerusalém (Judeia),,,
73 d.C.,73 d.C.,Queda da Fortaleza de Masada e fim do último reduto de resistência judaica,Eleazar ben Jair / Silva,Masada (Deserto da Judeia),,,
c. 90 d.C.,c. 96 d.C.,Perseguição do Imperador Domiciano e exílio do apóstolo João,Apóstolo João / Domiciano,Ilha de Patmos (Grécia),,,
c. 95 d.C.,c. 100 d.C.,Escrita do Apocalipse e morte do último Apóstolo (fim da Era Apostólica),Apóstolo João,Éfeso / Patmos,,,
